dataset,model,split,kernel size,input size,dropout,batch size,val spearman,val loss,test spearman,test loss,lightning log, preprocessed
aav,cnn,seven_vs_many,5,43,0.0,256,0.8888641595840454,2.043612003326416,0.6682243943214417,3.7395572662353516,276,True,5
aav,cnn,seven_vs_many,5,43,0.0,256,0.8900763392448425,2.022001028060913,0.6825042963027954,3.386930227279663,277,True,6
aav,cnn,seven_vs_many,5,43,0.0,256,0.8885260820388794,2.056232452392578,0.6867809295654297,3.4874629974365234,278,True,7
aav,cnn,seven_vs_many,5,43,0.0,256,0.8925884962081909,1.96146821975708,0.6786775588989258,3.3510918617248535,279,True,8
aav,cnn,seven_vs_many,5,43,0.0,256,0.8922189474105835,1.9806363582611084,0.6765469908714294,3.3461990356445312,280,True,9
aav,cnn,two_vs_many,5,43,0.0,256,0.8203656077384949,2.405520439147949,0.4641326665878296,10.90908432006836,281,True,0
aav,cnn,two_vs_many,5,43,0.0,256,0.8214742541313171,2.4534192085266113,0.47006741166114807,9.86381721496582,282,True,1
aav,cnn,two_vs_many,5,43,0.0,256,0.8230670094490051,2.318756341934204,0.4565317928791046,11.537749290466309,283,True,2
aav,cnn,two_vs_many,5,43,0.0,256,0.8361073136329651,2.192230463027954,0.5720951557159424,7.359200954437256,284,True,3
aav,cnn,two_vs_many,5,43,0.0,256,0.8349102139472961,2.1898396015167236,0.6046157479286194,6.655696868896484,285,True,4
aav,cnn,two_vs_many,5,43,0.0,256,0.8258266448974609,2.3723385334014893,0.45656731724739075,11.013896942138672,286,True,5
aav,cnn,two_vs_many,5,43,0.0,256,0.8301622867584229,2.264319658279419,0.5875546336174011,7.36997127532959,287,True,6
aav,cnn,two_vs_many,5,43,0.0,256,0.8251308798789978,2.38716983795166,0.5160139799118042,9.671263694763184,288,True,7
aav,cnn,two_vs_many,5,43,0.0,256,0.8317703604698181,2.1755878925323486,0.6022185683250427,6.281527519226074,289,True,8
aav,cnn,two_vs_many,5,43,0.0,256,0.8274136781692505,2.196256637573242,0.6122186779975891,6.351073741912842,290,True,9
